GLOBALTIME -> Machine_XX -- St  -- StartedTim -- CompTim -- MacEff -- MFault 
         0 -> Machine_83 --   1 --          0 --       0 -- 0.9100 -- 0.0060 
         0 -> Machine_84 --   1 --          0 --       0 -- 0.9200 -- 0.0020 
         0 -> Machine_85 --   1 --          0 --       0 -- 0.9400 -- 0.0090 
         0 -> Machine_86 --   1 --          0 --       0 -- 0.8800 -- 0.0070 
         0 -> Machine_87 --   1 --          0 --       0 -- 0.9900 -- 0.0030 
         0 -> Machine_88 --   1 --          0 --       0 -- 0.8400 -- 0.0040 
         0 -> Machine_89 --   1 --          0 --       0 -- 1.0000 -- 0.0100 
         0 -> Machine_90 --   1 --          0 --       0 -- 0.9100 -- 0.0080 
         0 -> Machine_91 --   1 --          0 --       0 -- 0.9800 -- 0.0100 
         0 -> Machine_92 --   1 --          0 --       0 -- 0.9600 -- 0.0060 
         0 -> Machine_93 --   1 --          0 --       0 -- 0.8500 -- 0.0040 
         0 -> Machine_94 --   1 --          0 --       0 -- 0.9800 -- 0.0010 
         0 -> Machine_95 --   1 --          0 --       0 -- 0.9400 -- 0.0050 
         0 -> Machine_96 --   1 --          0 --       0 -- 0.8500 -- 0.0100 
         0 -> Machine_97 --   1 --          0 --       0 -- 0.9800 -- 0.0010 
         0 -> Machine_98 --   1 --          0 --       0 -- 0.9100 -- 0.0010 
         0 -> Machine_99 --   1 --          0 --       0 -- 0.8800 -- 0.0060 
GLOBALTIME -> Machine_XX -- St  -- StartedTim -- CompTim -- MacEff -- MFault 
    456440 ->  Machine_0 --   1 --          0 --       0 -- 0.9000 -- 0.0070 
    456440 ->  Machine_1 --   1 --          0 --       0 -- 0.8100 -- 0.0040 
    456440 ->  Machine_2 --   1 --          0 --       0 -- 0.8400 -- 0.0080 
    456440 ->  Machine_3 --   1 --          0 --       0 -- 0.8400 -- 0.0060 
    456440 ->  Machine_4 --   1 --          0 --       0 -- 0.8100 -- 0.0050 
    456440 ->  Machine_5 --   0 --     360500 --    7575 -- 0.9200 -- 0.0040 
    456440 ->  Machine_6 --   1 --          0 --       0 -- 0.9200 -- 0.0020 
    456440 ->  Machine_7 --   1 --          0 --       0 -- 0.9500 -- 0.0050 
    456440 ->  Machine_8 --   1 --          0 --       0 -- 0.8100 -- 0.0100 
    456440 ->  Machine_9 --   1 --          0 --       0 -- 0.9000 -- 0.0090 
    456440 -> Machine_10 --   1 --          0 --       0 -- 0.8700 -- 0.0080 
    456440 -> Machine_11 --   1 --          0 --       0 -- 0.9000 -- 0.0070 
    456440 -> Machine_12 --   0 --     191860 --    7893 -- 0.9500 -- 0.0010 
    456440 -> Machine_13 --   1 --          0 --       0 -- 0.9200 -- 0.0050 
    456440 -> Machine_14 --   1 --          0 --       0 -- 0.9800 -- 0.0050 
    456440 -> Machine_15 --   1 --          0 --       0 -- 0.9100 -- 0.0060 
    456440 -> Machine_16 --   1 --          0 --       0 -- 0.8400 -- 0.0050 
    456440 -> Machine_17 --   1 --          0 --       0 -- 0.9200 -- 0.0020 
    456440 -> Machine_18 --   1 --          0 --       0 -- 0.9400 -- 0.0010 
    456440 -> Machine_19 --   1 --          0 --       0 -- 0.8900 -- 0.0040 
    456440 -> Machine_20 --   1 --          0 --       0 -- 0.8900 -- 0.0020 
    456440 -> Machine_21 --   1 --          0 --       0 -- 0.9900 -- 0.0030 
    456440 -> Machine_22 --   1 --          0 --       0 -- 0.9800 -- 0.0040 
    456440 -> Machine_23 --   1 --          0 --       0 -- 0.9300 -- 0.0050 
    456440 -> Machine_24 --   1 --          0 --       0 -- 0.9100 -- 0.0070 
    456440 -> Machine_25 --   1 --          0 --       0 -- 0.8300 -- 0.0010 
    456440 -> Machine_26 --   0 --     276380 --    8098 -- 0.9200 -- 0.0100 
    456440 -> Machine_27 --   1 --          0 --       0 -- 0.8400 -- 0.0090 
    456440 -> Machine_28 --   1 --          0 --       0 -- 0.8600 -- 0.0090 
    456440 -> Machine_29 --   1 --          0 --       0 -- 0.8800 -- 0.0020 
    456440 -> Machine_30 --   1 --          0 --       0 -- 1.0000 -- 0.0050 
    456440 -> Machine_31 --   1 --          0 --       0 -- 1.0000 -- 0.0100 
    456440 -> Machine_32 --   1 --          0 --       0 -- 0.8200 -- 0.0090 
    456440 -> Machine_33 --   1 --          0 --       0 -- 0.9800 -- 0.0070 
    456440 -> Machine_34 --   0 --     231040 --    7487 -- 0.9800 -- 0.0100 
    456440 -> Machine_35 --   1 --          0 --       0 -- 0.9800 -- 0.0010 
    456440 -> Machine_36 --   1 --          0 --       0 -- 0.8100 -- 0.0060 
    456440 -> Machine_37 --   1 --          0 --       0 -- 0.9000 -- 0.0080 
    456440 -> Machine_38 --   1 --          0 --       0 -- 0.8500 -- 0.0050 
    456440 -> Machine_39 --   1 --          0 --       0 -- 0.8500 -- 0.0060 
    456440 -> Machine_40 --   1 --          0 --       0 -- 0.9000 -- 0.0020 
    456440 -> Machine_41 --   1 --          0 --       0 -- 0.8700 -- 0.0100 
    456440 -> Machine_42 --   1 --          0 --       0 -- 0.8300 -- 0.0050 
    456440 -> Machine_43 --   0 --     260880 --    8002 -- 0.8700 -- 0.0100 
    456440 -> Machine_44 --   1 --          0 --       0 -- 0.8300 -- 0.0020 
    456440 -> Machine_45 --   1 --          0 --       0 -- 0.9100 -- 0.0080 
    456440 -> Machine_46 --   1 --          0 --       0 -- 1.0000 -- 0.0030 
    456440 -> Machine_47 --   1 --          0 --       0 -- 0.8800 -- 0.0080 
    456440 -> Machine_48 --   1 --          0 --       0 -- 0.9200 -- 0.0010 
    456440 -> Machine_49 --   1 --          0 --       0 -- 0.9500 -- 0.0010 
    456440 -> Machine_50 --   1 --          0 --       0 -- 0.9100 -- 0.0070 
    456440 -> Machine_51 --   1 --          0 --       0 -- 0.9900 -- 0.0010 
    456440 -> Machine_52 --   1 --          0 --       0 -- 0.9500 -- 0.0050 
    456440 -> Machine_53 --   1 --          0 --       0 -- 0.9600 -- 0.0080 
    456440 -> Machine_54 --   1 --          0 --       0 -- 0.8600 -- 0.0100 
    456440 -> Machine_55 --   0 --       8920 --    9192 -- 0.8400 -- 0.0090 
    456440 -> Machine_56 --   1 --          0 --       0 -- 1.0000 -- 0.0060 
    456440 -> Machine_57 --   1 --          0 --       0 -- 1.0000 -- 0.0080 
    456440 -> Machine_58 --   1 --          0 --       0 -- 0.9400 -- 0.0060 
    456440 -> Machine_59 --   1 --          0 --       0 -- 0.9500 -- 0.0060 
    456440 -> Machine_60 --   1 --          0 --       0 -- 0.8500 -- 0.0060 
    456440 -> Machine_61 --   1 --          0 --       0 -- 0.8700 -- 0.0040 
    456440 -> Machine_62 --   1 --          0 --       0 -- 1.0000 -- 0.0040 
    456440 -> Machine_63 --   0 --      94880 --    8241 -- 0.9100 -- 0.0040 
    456440 -> Machine_64 --   1 --          0 --       0 -- 0.8700 -- 0.0100 
    456440 -> Machine_65 --   0 --      40960 --    8002 -- 0.9000 -- 0.0060 
    456440 -> Machine_66 --   1 --          0 --       0 -- 0.9000 -- 0.0070 
    456440 -> Machine_67 --   1 --          0 --       0 -- 0.8200 -- 0.0050 
    456440 -> Machine_68 --   1 --          0 --       0 -- 0.8300 -- 0.0090 
    456440 -> Machine_69 --   1 --          0 --       0 -- 0.9200 -- 0.0060 
    456440 -> Machine_70 --   1 --          0 --       0 -- 0.9300 -- 0.0030 
    456440 -> Machine_71 --   1 --          0 --       0 -- 0.9100 -- 0.0040 
    456440 -> Machine_72 --   1 --          0 --       0 -- 0.9000 -- 0.0060 
    456440 -> Machine_73 --   1 --          0 --       0 -- 0.9900 -- 0.0030 
    456440 -> Machine_74 --   1 --          0 --       0 -- 1.0000 -- 0.0030 
    456440 -> Machine_75 --   1 --          0 --       0 -- 0.8900 -- 0.0080 
    456440 -> Machine_76 --   1 --          0 --       0 -- 0.8700 -- 0.0060 
    456440 -> Machine_77 --   0 --     352760 --    8361 -- 0.8500 -- 0.0080 
    456440 -> Machine_78 --   1 --          0 --       0 -- 0.8600 -- 0.0080 
    456440 -> Machine_79 --   1 --          0 --       0 -- 0.9000 -- 0.0060 
    456440 -> Machine_80 --   1 --          0 --       0 -- 0.9300 -- 0.0030 
    456440 -> Machine_81 --   1 --          0 --       0 -- 0.9800 -- 0.0070 
    456440 -> Machine_82 --   0 --     261080 --    7948 -- 0.8700 -- 0.0070 
    456440 -> Machine_83 --   1 --          0 --       0 -- 0.9100 -- 0.0060 
    456440 -> Machine_84 --   1 --          0 --       0 -- 0.9200 -- 0.0020 
    456440 -> Machine_85 --   0 --      59140 --    7552 -- 0.9400 -- 0.0090 
    456440 -> Machine_86 --   1 --          0 --       0 -- 0.8800 -- 0.0070 
    456440 -> Machine_87 --   1 --          0 --       0 -- 0.9900 -- 0.0030 
    456440 -> Machine_88 --   1 --          0 --       0 -- 0.8400 -- 0.0040 
    456440 -> Machine_89 --   0 --     276380 --    6969 -- 1.0000 -- 0.0100 
    456440 -> Machine_90 --   0 --     293520 --    8172 -- 0.9100 -- 0.0080 
    456440 -> Machine_91 --   1 --          0 --       0 -- 0.9800 -- 0.0100 
    456440 -> Machine_92 --   1 --          0 --       0 -- 0.9600 -- 0.0060 
    456440 -> Machine_93 --   0 --     283540 --    8299 -- 0.8500 -- 0.0040 
    456440 -> Machine_94 --   1 --          0 --       0 -- 0.9800 -- 0.0010 
    456440 -> Machine_95 --   1 --          0 --       0 -- 0.9400 -- 0.0050 
    456440 -> Machine_96 --   1 --          0 --       0 -- 0.8500 -- 0.0100 
    456440 -> Machine_97 --   1 --          0 --       0 -- 0.9800 -- 0.0010 
    456440 -> Machine_98 --   1 --          0 --       0 -- 0.9100 -- 0.0010 
    456440 -> Machine_99 --   0 --      78940 --    8282 -- 0.8800 -- 0.0060 
